chunk_id,chunk_id_legacy,chapter,level,fragment_type,hierarchy_path,parent_chunk_id,title,content,token_count,is_regulatory,is_stub,keywords,metadata_json
ch8-f14,ch8,8,1,chapter,Ch8,,"pump curve at the actual backwash TDH (Chapter 8, section 8.14.2)","pump curve at the actual backwash TDH (Chapter 8, section 8.14.2)",23,False,False,"[""pump"", ""curve"", ""the"", ""actual"", ""backwash"", ""section"", ""tdh"", ""chapter""]","{""chunk_id"": ""ch8-f14"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 23, ""keywords"": [""pump"", ""curve"", ""the"", ""actual"", ""backwash"", ""section"", ""tdh"", ""chapter""]}"
ch8-10-11-2,ch8-10-11-2,8,2,section,Ch8/10.11.2 Worked example,ch8-f01,10.11.2 Worked example,or measure it. TEST 2: Can the waste line carry 189 gpm?,18,False,False,"[""worked"", ""waste"", ""test"", ""example"", ""measure""]","{""chunk_id"": ""ch8-10-11-2"", ""chunk_id_legacy"": ""ch8-10-11-2"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/10.11.2 Worked example"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 18, ""keywords"": [""worked"", ""waste"", ""test"", ""example"", ""measure""]}"
ch8-f15,ch8,8,1,chapter,Ch8,,"Check velocity (Chapter 8, section 8.11.3):","Check velocity (Chapter 8, section 8.11.3):",15,False,True,"[""check"", ""section"", ""velocity"", ""chapter""]","{""chunk_id"": ""ch8-f15"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 15, ""keywords"": [""check"", ""section"", ""velocity"", ""chapter""]}"
ch9-f04,ch9,9,1,chapter,Ch9,,"Consequence 1 — makeup water and rebalancing. 756 gal out of a 36,200 gal vessel is 2.1% of the volume, replaced with fill water. Do expect measurable dilution of alkalinity, hardness, sanitizer, and stabilizer after each backwash, and do retest and rebalance per Chapter 9 §9.18.1.","Consequence 1 — makeup water and rebalancing. 756 gal out of a 36,200 gal vessel is 2.1% of the volume, replaced with fill water. Do expect measurable dilution of alkalinity, hardness, sanitizer, and stabilizer after each backwash, and do retest and rebalance per Chapter 9 §9.18.1.",78,False,False,"[""vessel"", ""measurable"", ""makeup"", ""dilution"", ""consequence"", ""and"", ""sanitizer"", ""backwash"", ""hardness"", ""replaced""]","{""chunk_id"": ""ch9-f04"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 78, ""keywords"": [""vessel"", ""measurable"", ""makeup"", ""dilution"", ""consequence"", ""and"", ""sanitizer"", ""backwash"", ""hardness"", ""replaced""]}"
ch9-f05,ch9,9,1,chapter,Ch9,,"Each backwash replaces a fraction f = 756 / 36,200 = 0.0209 of the water. After n backwashes, the fraction of the original substance remaining is (1 − f)ⁿ. Chapter 9 §9.17.2 required a 58.3% replacement to bring cyanuric acid from 120 ppm to 50 ppm, leaving 41.7% remaining:","Each backwash replaces a fraction f = 756 / 36,200 = 0.0209 of the water. After n backwashes, the fraction of the original substance remaining is (1 − f)ⁿ. Chapter 9 §9.17.2 required a 58.3% replacement to bring cyanuric acid from 120 ppm to 50 ppm, leaving 41.7% remaining:",87,False,False,"[""cyanuric"", ""ppm"", ""fraction"", ""required"", ""replaces"", ""backwash"", ""substance"", ""after"", ""backwashes"", ""original""]","{""chunk_id"": ""ch9-f05"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 87, ""keywords"": [""cyanuric"", ""ppm"", ""fraction"", ""required"", ""replaces"", ""backwash"", ""substance"", ""after"", ""backwashes"", ""original""]}"
ch9-f06,ch9,9,1,chapter,Ch9,,"Forty-one backwashes to accomplish what one planned partial drain accomplishes in an afternoon. Do treat backwash dilution as a modest ongoing benefit, not as a substitute for the planned dilution in Chapter 9 §9.17.","Forty-one backwashes to accomplish what one planned partial drain accomplishes in an afternoon. Do treat backwash dilution as a modest ongoing benefit, not as a substitute for the planned dilution in Chapter 9 §9.17.",49,False,False,"[""forty"", ""modest"", ""treat"", ""dilution"", ""afternoon"", ""substitute"", ""planned"", ""backwash"", ""for"", ""backwashes""]","{""chunk_id"": ""ch9-f06"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 49, ""keywords"": [""forty"", ""modest"", ""treat"", ""dilution"", ""afternoon"", ""substitute"", ""planned"", ""backwash"", ""for"", ""backwashes""]}"
ch9-f07,ch9,9,1,chapter,Ch9,,"Do weigh the precoat charge. Do not estimate it by scoop — see Chapter 9 §9.8.2 on bulk density variability. Follow the manufacturer's specified quantity and the product label. [S7, S11]","Do weigh the precoat charge. Do not estimate it by scoop — see Chapter 9 §9.8.2 on bulk density variability. Follow the manufacturer's specified quantity and the product label. [S7, S11]",47,False,False,"[""precoat"", ""and"", ""label"", ""density"", ""see"", ""charge"", ""product"", ""quantity"", ""manufacturer"", ""scoop""]","{""chunk_id"": ""ch9-f07"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 47, ""keywords"": [""precoat"", ""and"", ""label"", ""density"", ""see"", ""charge"", ""product"", ""quantity"", ""manufacturer"", ""scoop""]}"
ch9-10-12-1,ch9-10-12-1,9,2,section,Ch9/10.12.1 Areas add — if flow is balanced,ch9-f01,10.12.1 Areas add — if flow is balanced,Total effective area = A1 + A2 + ... + An Filtration rate = Total Q / Total area   -- ONLY IF flow is evenly split,31,False,False,"[""total"", ""add"", ""area"", ""flow"", ""effective"", ""areas"", ""balanced""]","{""chunk_id"": ""ch9-10-12-1"", ""chunk_id_legacy"": ""ch9-10-12-1"", ""parent_chunk_id"": ""ch9-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 9, ""hierarchy_path"": ""Ch9/10.12.1 Areas add — if flow is balanced"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 31, ""keywords"": [""total"", ""add"", ""area"", ""flow"", ""effective"", ""areas"", ""balanced""]}"
ch9-10-12-2-1,ch9-10-12-2-1,9,3,subsection,"Ch9/Stop. Flow does not split evenly by itself. Unequal pipe runs, unequal fitting counts, different media conditions, and different loading states cause one filter to take more flow than another. The filter taking more flow is being driven at a higher rate than your average calculation shows.",,"Stop. Flow does not split evenly by itself. Unequal pipe runs, unequal fitting counts, different media conditions, and different loading states cause one filter to take more flow than another. The filter taking more flow is being driven at a higher rate than your average calculation shows.","Two filters, each listed 7.1 sq ft, total 14.2 sq ft, total flow 150 gpm. Assumed even split: 75 gpm each Rate = 75 / 7.1 = 10.6 gpm per sq ft   PASS Actual split, measured: 95 gpm and 55 gpm Filter 1: 95 / 7.1 = 13.4 gpm per sq ft   PASS but margin only 11% Filter 2: 55 / 7.1 = 7.7 gpm per sq ft    well under-utilized",127,False,False,"[""than"", ""calculation"", ""flow"", ""loading"", ""pipe"", ""your"", ""more"", ""driven"", ""total"", ""unequal""]","{""chunk_id"": ""ch9-10-12-2-1"", ""chunk_id_legacy"": ""ch9-10-12-2-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 9, ""hierarchy_path"": ""Ch9/Stop. Flow does not split evenly by itself. Unequal pipe runs, unequal fitting counts, different media conditions, and different loading states cause one filter to take more flow than another. The filter taking more flow is being driven at a higher rate than your average calculation shows."", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 127, ""keywords"": [""than"", ""calculation"", ""flow"", ""loading"", ""pipe"", ""your"", ""more"", ""driven"", ""total"", ""unequal""]}"
ch8-f16,ch8,8,1,chapter,Ch8,,Never compute a bank's capability by adding nameplate ratings and assuming even split without measurement. This parallels the parallel-pump caution in Chapter 8 §8.10.2.,Never compute a bank's capability by adding nameplate ratings and assuming even split without measurement. This parallels the parallel-pump caution in Chapter 8 §8.10.2.,36,False,False,"[""capability"", ""even"", ""never"", ""compute"", ""without"", ""adding"", ""measurement"", ""pump"", ""bank"", ""and""]","{""chunk_id"": ""ch8-f16"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 36, ""keywords"": [""capability"", ""even"", ""never"", ""compute"", ""without"", ""adding"", ""measurement"", ""pump"", ""bank"", ""and""]}"
ch8-10-15-5,ch8-10-15-5,8,2,section,Ch8/10.15.5 Cleaning event record,ch8-f01,10.15.5 Cleaning event record,Operator signature: ______________________ Date: ____________,10,False,False,"[""cleaning"", ""event"", ""date"", ""operator"", ""signature"", ""record""]","{""chunk_id"": ""ch8-10-15-5"", ""chunk_id_legacy"": ""ch8-10-15-5"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/10.15.5 Cleaning event record"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 10, ""keywords"": [""cleaning"", ""event"", ""date"", ""operator"", ""signature"", ""record""]}"
ch10-f02,ch10,10,1,chapter,Ch10,,End of Chapter 10.,End of Chapter 10.,6,False,True,"[""end"", ""chapter""]","{""chunk_id"": ""ch10-f02"", ""chunk_id_legacy"": ""ch10"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 10, ""hierarchy_path"": ""Ch10"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 6, ""keywords"": [""end"", ""chapter""]}"
ch11-f01,ch11,11,1,chapter,Ch11,,Chapter 11 — Water Chemistry Parameters You Must Control,Chapter 11 — Water Chemistry Parameters You Must Control,10,False,True,"[""must"", ""control"", ""you"", ""water"", ""chemistry"", ""parameters"", ""chapter""]","{""chunk_id"": ""ch11-f01"", ""chunk_id_legacy"": ""ch11"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 11, ""hierarchy_path"": ""Ch11"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 10, ""keywords"": [""must"", ""control"", ""you"", ""water"", ""chemistry"", ""parameters"", ""chapter""]}"
ch7-f23,ch7,7,1,chapter,Ch7,,"Operator Manual — Directive Reference Prerequisites: Chapter 7 (Volume), Chapter 8 (Circulation), Chapter 9 (Dosage). This chapter tells you what to control and why. Chapter 9 tells you how much to add.","Operator Manual — Directive Reference Prerequisites: Chapter 7 (Volume), Chapter 8 (Circulation), Chapter 9 (Dosage). This chapter tells you what to control and why. Chapter 9 tells you how much to add.",49,False,False,"[""add"", ""control"", ""dosage"", ""reference"", ""operator"", ""and"", ""much"", ""how"", ""why"", ""manual""]","{""chunk_id"": ""ch7-f23"", ""chunk_id_legacy"": ""ch7"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 7, ""hierarchy_path"": ""Ch7"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 49, ""keywords"": [""add"", ""control"", ""dosage"", ""reference"", ""operator"", ""and"", ""much"", ""how"", ""why"", ""manual""]}"
ch9-f08,ch9,9,1,chapter,Ch9,,"Do note which rows say ""dilution only."" Calcium hardness, cyanuric acid, and total dissolved solids cannot be reduced by adding anything. They accumulate permanently until water is replaced. This is why Chapter 9 §9.10 tracking of secondary contributions matters — the products you use to control chlorine are simultaneously loading the parameters you cannot chemically remove.","Do note which rows say ""dilution only."" Calcium hardness, cyanuric acid, and total dissolved solids cannot be reduced by adding anything. They accumulate permanently until water is replaced. This is why Chapter 9 §9.10 tracking of secondary contributions matters — the products you use to control chlorine are simultaneously loading the parameters you cannot chemically remove.",72,False,False,"[""products"", ""cyanuric"", ""simultaneously"", ""solids"", ""secondary"", ""contributions"", ""loading"", ""reduced"", ""control"", ""permanently""]","{""chunk_id"": ""ch9-f08"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 72, ""keywords"": [""products"", ""cyanuric"", ""simultaneously"", ""solids"", ""secondary"", ""contributions"", ""loading"", ""reduced"", ""control"", ""permanently""]}"
ch9-f09,ch9,9,1,chapter,Ch9,,Secondary contribution ratios are derived in Chapter 9 §9.10.,Secondary contribution ratios are derived in Chapter 9 §9.10.,14,False,True,"[""contribution"", ""derived"", ""ratios"", ""secondary"", ""are"", ""chapter""]","{""chunk_id"": ""ch9-f09"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 14, ""keywords"": [""contribution"", ""derived"", ""ratios"", ""secondary"", ""are"", ""chapter""]}"
ch8-f17,ch8,8,1,chapter,Ch8,,"Do test multiple locations, including the point farthest from the returns and any suspected dead zone. Uniform results across locations are your real evidence of adequate circulation. See Chapter 8 §8.8.","Do test multiple locations, including the point farthest from the returns and any suspected dead zone. Uniform results across locations are your real evidence of adequate circulation. See Chapter 8 §8.8.",40,False,False,"[""suspected"", ""point"", ""your"", ""locations"", ""adequate"", ""farthest"", ""across"", ""and"", ""multiple"", ""test""]","{""chunk_id"": ""ch8-f17"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 40, ""keywords"": [""suspected"", ""point"", ""your"", ""locations"", ""adequate"", ""farthest"", ""across"", ""and"", ""multiple"", ""test""]}"
ch8-11-6-2-1,ch8-11-6-2-1,8,3,subsection,"Ch8/Do obtain the current CDC remediation guidance and your local code's required response, and keep both on site. Do not improvise a fecal or vomit incident response from this chapter. [S5, S6, S17]",,"Do obtain the current CDC remediation guidance and your local code's required response, and keep both on site. Do not improvise a fecal or vomit incident response from this chapter. [S5, S6, S17]","Worked CT arithmetic, for understanding the trade only: 15,300 ppm-min at 20 ppm FC = 15,300 / 20 = 765 minutes = 12.75 hours 15,300 ppm-min at 10 ppm FC = 15,300 / 10 = 1,530 minutes = 25.5 hours 15,300 ppm-min at 30 ppm FC = 15,300 / 30 = 510 minutes = 8.5 hours",100,False,False,"[""fecal"", ""your"", ""site"", ""response"", ""cdc"", ""current"", ""improvise"", ""required"", ""local"", ""remediation""]","{""chunk_id"": ""ch8-11-6-2-1"", ""chunk_id_legacy"": ""ch8-11-6-2-1"", ""parent_chunk_id"": null, ""fragment_type"": ""subsection"", ""level"": 3, ""chapter"": 8, ""hierarchy_path"": ""Ch8/Do obtain the current CDC remediation guidance and your local code's required response, and keep both on site. Do not improvise a fecal or vomit incident response from this chapter. [S5, S6, S17]"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 100, ""keywords"": [""fecal"", ""your"", ""site"", ""response"", ""cdc"", ""current"", ""improvise"", ""required"", ""local"", ""remediation""]}"
ch8-11-6-3,ch8-11-6-3,8,2,section,Ch8/11.6.3 Typical educational target band,ch8-f01,11.6.3 Typical educational target band,"Spa minimums are higher because water temperature accelerates disinfectant demand, bather-to-water ratio is extreme, and aeration strips chlorine. [S5, S18]",36,False,False,"[""minimums"", ""band"", ""higher"", ""educational"", ""target"", ""water"", ""typical""]","{""chunk_id"": ""ch8-11-6-3"", ""chunk_id_legacy"": ""ch8-11-6-3"", ""parent_chunk_id"": ""ch8-f01"", ""fragment_type"": ""section"", ""level"": 2, ""chapter"": 8, ""hierarchy_path"": ""Ch8/11.6.3 Typical educational target band"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 36, ""keywords"": [""minimums"", ""band"", ""higher"", ""educational"", ""target"", ""water"", ""typical""]}"
ch9-f10,ch9,9,1,chapter,Ch9,,Do perform breakpoint chlorination per Chapter 9 §9.11.,Do perform breakpoint chlorination per Chapter 9 §9.11.,14,False,True,"[""perform"", ""chlorination"", ""breakpoint"", ""chapter"", ""per""]","{""chunk_id"": ""ch9-f10"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": true, ""token_count"": 14, ""keywords"": [""perform"", ""chlorination"", ""breakpoint"", ""chapter"", ""per""]}"
ch9-f11,ch9,9,1,chapter,Ch9,,Do dilute with fresh water where the nitrogen load is chronic. Chapter 9 §9.17.,Do dilute with fresh water where the nitrogen load is chronic. Chapter 9 §9.17.,21,False,False,"[""with"", ""the"", ""chronic"", ""nitrogen"", ""water"", ""dilute"", ""load"", ""fresh"", ""chapter"", ""where""]","{""chunk_id"": ""ch9-f11"", ""chunk_id_legacy"": ""ch9"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 9, ""hierarchy_path"": ""Ch9"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 21, ""keywords"": [""with"", ""the"", ""chronic"", ""nitrogen"", ""water"", ""dilute"", ""load"", ""fresh"", ""chapter"", ""where""]}"
ch8-f18,ch8,8,1,chapter,Ch8,,Stop and reconsider if the required breakpoint dose seems implausible. Persistent high CC despite adequate FC and repeated oxidation often indicates inadequate circulation or filtration rather than an oxidation deficit. See Chapter 8 §8.8 and Chapter 10 §10.14.,Stop and reconsider if the required breakpoint dose seems implausible. Persistent high CC despite adequate FC and repeated oxidation often indicates inadequate circulation or filtration rather than an oxidation deficit. See Chapter 8 §8.8 and Chapter 10 §10.14.,50,False,False,"[""than"", ""implausible"", ""indicates"", ""often"", ""required"", ""adequate"", ""inadequate"", ""repeated"", ""deficit"", ""and""]","{""chunk_id"": ""ch8-f18"", ""chunk_id_legacy"": ""ch8"", ""parent_chunk_id"": null, ""fragment_type"": ""chapter"", ""level"": 1, ""chapter"": 8, ""hierarchy_path"": ""Ch8"", ""is_regulatory"": false, ""is_stub"": false, ""token_count"": 50, ""keywords"": [""than"", ""implausible"", ""indicates"", ""often"", ""required"", ""adequate"", ""inadequate"", ""repeated"", ""deficit"", ""and""]}"
